,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd,Aging Bucket
5402,U001,200706844,WINC llc,25:20.2,2020,1930781824,13-04-2020,28-04-2020,13-04-2020,NAA8,2368.24,16-30
5403,U001,200744019,TARG us,21:12.9,2020,1930610060,06-03-2020,21-03-2020,06-03-2020,NAA8,7664.54,0-15
5404,U001,200337148,COAS corporation,30:57.3,2020,1930875513,06-05-2020,21-05-2020,06-05-2020,NAA8,57469.43,0-15
5405,U001,200799367,MCL systems,33:36.0,2020,1930847526,03-05-2020,18-05-2020,03-05-2020,NAA8,64810.74,0-15
5406,U001,200790107,ROU in,05:49.0,2020,1930725851,01-04-2020,16-04-2020,01-04-2020,NAC6,14698.12,0-15
5407,U001,200769623,WAL-MAR systems,25:01.2,2020,1930672186,21-03-2020,05-04-2020,21-03-2020,NAH4,271.06,0-15
5408,U001,200795490,HY -  co,33:56.2,2020,1930704825,25-03-2020,29-05-2020,25-03-2020,NAGD,11809.22,0-15
5409,U001,200729942,SA associates,41:20.3,2020,1930581076,05-03-2020,20-03-2020,05-03-2020,NAA8,8170.8,0-15
5410,U001,200749225,SUPER  llc,02:05.5,2020,1930746932,03-04-2020,18-04-2020,03-04-2020,NAA8,19067.99,0-15
5411,U001,200769623,WAL-MAR ,32:44.8,2020,1930782614,14-04-2020,29-04-2020,14-04-2020,NAH4,13899.43,0-15
5412,U001,200762301,C&S WH corp,50:05.1,2020,1930646699,13-03-2020,28-03-2020,13-03-2020,NAC6,3289.84,Less than 0
5413,CA02,140106408,WAL-M associates,34:56.7,2020,2960631376,29-04-2020,17-05-2020,07-05-2020,CA10,128847.81,31-45
5414,U001,200769623,WAL-MAR corp,27:18.4,2020,1930823025,24-04-2020,09-05-2020,24-04-2020,NAH4,287.56,0-15
5415,U001,100043936,PAPA JO foundation,29:29.7,2020,1930607211,05-03-2020,15-03-2020,05-03-2020,NA10,18145.19,0-15
5416,CA02,140104423,METRO  us,46:33.5,2020,2960633016,05-05-2020,17-05-2020,07-05-2020,CA10,58290.148,0-15
5417,U001,200743123,KROGER corp,35:49.1,2020,1930830150,29-04-2020,14-05-2020,29-04-2020,NAA8,62427.23,0-15
5418,U001,200723794,MID MO trust,09:48.4,2020,1930715652,29-03-2020,13-04-2020,29-03-2020,NAA8,52319.42,0-15
5419,U001,200769623,WAL-MAR trust,36:52.7,2020,1930885355,11-05-2020,26-05-2020,11-05-2020,NAH4,639.62,0-15
5420,U001,200794332,COST foundation,31:46.9,2020,1930805249,23-04-2020,08-05-2020,23-04-2020,NAAX,58292.7,0-15
5421,U001,200769623,WAL-MAR corp,45:44.1,2020,1930823535,25-04-2020,10-05-2020,25-04-2020,NAH4,51176.54,0-15
5422,U001,200759878,SA associates,13:36.6,2020,1930581280,28-02-2020,14-03-2020,28-02-2020,NAH4,27842.94,0-15
5423,U001,100031704,DELHAIZE us,26:22.9,2020,1930736197,03-04-2020,18-04-2020,03-04-2020,NAA8,40266.94,0-15
5424,U001,200148860,DOLLA corp,46:53.2,2020,1930684345,23-03-2020,07-04-2020,23-03-2020,NAA8,18616.01,0-15
5425,U001,200769623,WAL-MAR corp,24:39.2,2020,1930883820,10-05-2020,25-05-2020,10-05-2020,NAH4,6097.12,0-15
5426,U001,200773364,U R M  ,46:48.6,2020,1930684665,24-03-2020,08-04-2020,24-03-2020,NAA8,97182.77,0-15
5427,U001,200418007,AM co,03:34.6,2020,1930772138,10-04-2020,25-04-2020,10-04-2020,NAA8,2824.1,0-15
5428,U001,200729942,SA corp,17:26.2,2020,1930631951,10-03-2020,25-03-2020,10-03-2020,NAA8,12470.89,0-15
5429,U001,200743123,KROGER co,06:07.1,2020,1930768030,09-04-2020,24-04-2020,09-04-2020,NAA8,91923.59,0-15
5430,CA02,140104409,LOB corporation,29:13.4,2020,2960621490,22-03-2020,03-04-2020,24-03-2020,CA10,112148.687,0-15
5431,U001,200794332,COST corporation,43:41.8,2020,1930660919,18-03-2020,02-04-2020,18-03-2020,NAAX,20048.92,Less than 0
5432,U001,200772670,ASSOCIAT corp,36:50.0,2020,1930594350,03-03-2020,18-03-2020,03-03-2020,NAU5,47326.61,0-15
5433,U001,200762301,C&S WH systems,35:42.2,2020,1930717196,31-03-2020,15-04-2020,31-03-2020,NAC6,23120,Less than 0
5434,CA02,140104409,LOB foundation,14:31.1,2020,2960631832,30-04-2020,11-05-2020,01-05-2020,CA10,162023.484,16-30
5435,U001,200769623,WAL-MAR co,51:05.4,2020,1930609600,05-03-2020,20-03-2020,05-03-2020,NAH4,28696.73,0-15
5436,U001,200793568,SUPE ,17:32.1,2020,1930693728,24-03-2020,08-04-2020,24-03-2020,NAA8,1886.75,0-15
5437,U001,200769623,WAL-MAR corporation,26:22.5,2020,1930652173,15-03-2020,30-03-2020,15-03-2020,NAH4,136.47,0-15
5438,U001,200721222,GO llc,04:33.5,2020,1930729558,01-04-2020,16-04-2020,01-04-2020,NAA8,169981.78,0-15
5439,U001,200744019,TARG corporation,15:45.9,2020,1930593658,03-03-2020,18-03-2020,03-03-2020,NAA8,343.6,0-15
5440,U001,200762301,C&S WH systems,34:46.4,2020,1930775781,10-04-2020,25-04-2020,10-04-2020,NAC6,58542.16,Less than 0
5441,U001,200726979,BJ'S  ,32:10.9,2020,1930828741,27-04-2020,12-05-2020,27-04-2020,NAA8,964.62,0-15
5442,U001,200743123,KROGER trust,36:05.7,2020,1930625382,10-03-2020,25-03-2020,10-03-2020,NAA8,19436.32,0-15
5443,U001,200707822,PUBLI us,03:35.1,2020,1930732312,01-04-2020,16-04-2020,01-04-2020,NAA8,31471.66,0-15
5444,U001,200776463,KROGE trust,02:41.7,2020,1930690144,25-03-2020,09-04-2020,25-03-2020,NAA8,90925.16,0-15
5445,U001,100031704,DELHAIZE foundation,31:37.0,2020,1930801633,20-04-2020,05-05-2020,20-04-2020,NAA8,3437,0-15
5446,U001,200744019,TARG trust,47:21.6,2020,1930819138,23-04-2020,08-05-2020,23-04-2020,NAA8,107666.22,0-15
5447,U001,200076137,OLLIE associates,08:02.9,2020,1930768961,14-04-2020,29-04-2020,14-04-2020,NAA8,6904.8,0-15
5448,U001,200705742,DOT ,52:46.7,2020,1930666822,18-03-2020,07-04-2020,18-03-2020,NAD1,1066.53,Less than 0
5449,U001,200759878,SA ,38:39.3,2020,1930606613,05-03-2020,20-03-2020,05-03-2020,NAH4,32466.26,0-15
5450,U001,200772670,ASSOCIAT us,06:14.0,2020,1930832171,28-04-2020,13-05-2020,28-04-2020,NAU5,98850.74,0-15
5451,CA02,140106184,JAM corporation,28:13.2,2020,2960627978,20-04-2020,02-05-2020,22-04-2020,CA10,1760.57,16-30
5452,U001,200729290,KROGER associates,39:40.1,2020,1930796669,22-04-2020,07-05-2020,22-04-2020,NAA8,15936.38,0-15
5453,CA02,140104409,LOB foundation,12:30.2,2020,2960620472,14-03-2020,01-04-2020,22-03-2020,CA10,79789.255,16-30
5454,U001,200762301,C&S WH corporation,11:52.8,2020,1930783329,14-04-2020,29-04-2020,14-04-2020,NAC6,81109.45,Less than 0
5455,U001,200769623,WAL-MAR co,57:23.4,2020,1930843167,01-05-2020,16-05-2020,01-05-2020,NAH4,9464.49,0-15
5456,U001,200076137,OLLIE ,02:47.6,2020,1930720261,31-03-2020,15-04-2020,31-03-2020,NAA8,12882.6,0-15
5457,U001,200764795,SYSCO  corporation,57:27.3,2020,1930688850,23-03-2020,07-04-2020,23-03-2020,NAA8,296.54,0-15
5458,U001,200772595,SAFEW foundation,44:36.5,2020,1930720495,30-03-2020,14-04-2020,30-03-2020,NAA8,91097.36,0-15
5459,CA02,140105847,GORDON F in,28:37.6,2020,2960623001,19-03-2020,29-03-2020,19-03-2020,CA10,4078.375,0-15
5460,U001,200776463,KROGE foundation,45:09.0,2020,1930706408,19-03-2020,03-04-2020,19-03-2020,NAA8,15860.08,0-15
5461,U001,200761734,H E BUT foundation,39:02.4,2020,1930700658,27-03-2020,11-04-2020,27-03-2020,NAA8,1139.41,Less than 0
5462,U001,200705089,JETR associates,28:25.9,2020,1930762743,08-04-2020,23-04-2020,08-04-2020,NAA8,9872.07,0-15
5463,U001,200769623,WAL-MAR ,16:09.8,2020,1930673818,20-03-2020,04-04-2020,20-03-2020,NAH4,24853.22,0-15
5464,U001,200769623,WAL-MAR foundation,20:03.7,2020,1930823869,27-04-2020,12-05-2020,27-04-2020,NAH4,24411.9,0-15
5465,U001,200759878,SA in,02:01.2,2020,1930784858,16-04-2020,31-05-2020,16-04-2020,NAWP,116535.59,0-15
5466,U001,200759878,SA trust,37:40.0,2020,1930799976,20-04-2020,05-05-2020,20-04-2020,NAH4,43171.9,0-15
5467,U001,200761734,H E BUT in,51:13.6,2020,1930646546,13-03-2020,28-03-2020,13-03-2020,NAA8,90123.58,0-15
5468,U001,200744019,TARG us,02:08.1,2020,1930800137,18-04-2020,03-05-2020,18-04-2020,NAA8,1497.48,0-15
5469,U001,200726979,BJ'S  corp,45:44.1,2020,1930773873,04-04-2020,19-04-2020,04-04-2020,NAA8,1031.17,0-15
5470,U001,200769623,WAL-MAR systems,09:00.7,2020,1930762772,09-04-2020,24-04-2020,09-04-2020,NAH4,7296.97,0-15
5471,U001,200723794,MID MO corp,11:05.6,2020,1930804603,20-04-2020,05-05-2020,20-04-2020,NAA8,4770.99,0-15
5472,U001,200707822,PUBLI associates,33:08.4,2020,1930772816,09-04-2020,24-04-2020,09-04-2020,NAA8,23593.66,0-15
5473,U001,200756811,LUCA llc,23:14.0,2020,1930608290,09-03-2020,19-03-2020,09-03-2020,NA10,98128.73,0-15
5474,CA02,140104240,FEDER foundation,32:03.7,2020,2960623670,27-03-2020,14-04-2020,04-04-2020,CA10,85377.95,16-30
5475,U001,200744019,TARG trust,10:51.0,2020,1930826761,26-04-2020,11-05-2020,26-04-2020,NAA8,2459.11,0-15
5476,U001,200769623,WAL-MAR us,28:46.1,2020,1930778901,14-04-2020,29-04-2020,14-04-2020,NAH4,13704.72,0-15
5477,U001,200794332,COST trust,54:11.0,2020,1930629658,12-03-2020,27-03-2020,12-03-2020,NAAX,14204.38,Less than 0
5478,U001,200769623,WAL-MAR in,01:32.5,2020,1930731636,03-04-2020,18-04-2020,03-04-2020,NAH4,26906.54,0-15
5479,U001,200769623,WAL-MAR associates,09:40.1,2020,1930664410,18-03-2020,02-04-2020,18-03-2020,NAH4,1544.58,0-15
5480,U001,200418007,AM in,18:15.2,2020,1930706930,30-03-2020,14-04-2020,30-03-2020,NAA8,2840.76,Less than 0
5481,U001,200712105,WALG corporation,00:37.0,2020,1930691530,24-03-2020,08-04-2020,24-03-2020,NAA8,36633.78,16-30
5482,U001,200762301,C&S WH systems,50:34.6,2020,1930802821,19-04-2020,04-05-2020,19-04-2020,NAC6,57950.5,Less than 0
5483,U001,200769623,WAL-MAR associates,26:00.9,2020,1930847686,04-05-2020,19-05-2020,04-05-2020,NAH4,7678.93,0-15
5484,U001,200769623,WAL-MAR associates,43:35.9,2020,1930683925,23-03-2020,07-04-2020,23-03-2020,NAH4,661.11,0-15
5485,U001,200776463,KROGE llc,27:16.5,2020,1930635143,10-03-2020,25-03-2020,10-03-2020,NAA8,144179.67,0-15
5486,CA02,100030194,AMAZO corporation,50:35.5,2020,2960628831,15-04-2020,27-04-2020,17-04-2020,CA10,66361.68,16-30
5487,U001,200353024,DECA associates,10:44.2,2020,1930877455,08-05-2020,24-05-2020,01-05-2020,NAM4,254.76,0-15
5488,U001,200792734,MDV/ in,43:08.3,2020,1930651104,13-03-2020,28-03-2020,13-03-2020,NAA8,63325.14,0-15
5489,U001,200769623,WAL-MAR corp,29:37.1,2020,1930863031,07-05-2020,22-05-2020,07-05-2020,NAH4,37864.59,0-15
5490,U001,200769623,WAL-MAR ,18:25.1,2020,1930636958,11-03-2020,26-03-2020,11-03-2020,NAH4,1784.79,0-15
5491,U001,200936373,SUPE ,13:20.1,2020,1930733916,02-04-2020,17-04-2020,02-04-2020,NAA8,24028.72,0-15
5492,U001,CCCA02,KRAFT  foundation,33:14.4,2020,1930615393,07-03-2020,11-04-2020,07-03-2020,NAG2,7982.4,0-15
5493,U001,200705742,DOT systems,17:11.2,2020,1930686950,23-03-2020,24-04-2020,23-03-2020,NA32,1061.62,Less than 0
5494,U001,200744019,TARG corp,50:36.8,2020,1930708578,28-03-2020,12-04-2020,28-03-2020,NAA8,12738.45,0-15
5495,U001,200769623,WAL-MAR corporation,20:14.2,2020,1930577183,28-02-2020,14-03-2020,28-02-2020,NAH4,40656.66,0-15
5496,U001,200794332,COST co,55:06.6,2020,1930648427,13-03-2020,28-03-2020,13-03-2020,NAAX,33031.83,Less than 0
5497,U001,200861551,MRS GR foundation,52:41.7,2020,1930876169,13-05-2020,28-05-2020,13-05-2020,NAA8,19769.7,0-15
5498,U001,200769623,WAL-MAR co,55:34.9,2020,1930782749,14-04-2020,29-04-2020,14-04-2020,NAH4,11664.88,0-15
5499,U001,200769623,WAL-MAR co,30:39.4,2020,1930698759,26-03-2020,10-04-2020,26-03-2020,NAH4,15418.58,0-15
5500,CA02,140104249,SOB in,29:46.4,2020,2960626048,05-04-2020,24-04-2020,14-04-2020,CA10,43033.9,16-30
5501,U001,200726979,BJ'S  foundation,28:47.5,2020,1930677215,21-03-2020,05-04-2020,21-03-2020,NAA8,154.55,0-15
5502,U001,CCU013,KRAFT F in,14:47.0,2020,1930611578,06-03-2020,06-03-2020,06-03-2020,NAX2,14617.51,31-45
5503,U001,100031704,DELHAIZE systems,22:13.1,2020,1930856602,05-05-2020,20-05-2020,05-05-2020,NAA8,47501.22,0-15
5504,U001,200762301,C&S WH associates,11:40.0,2020,1930844875,30-04-2020,15-05-2020,30-04-2020,NAC6,105154.04,Less than 0
5505,CA02,140105686,SYSC us,25:39.4,2020,2960631849,01-05-2020,17-05-2020,07-05-2020,CA10,12240.522,0-15
5506,U001,200707822,PUBLI foundation,08:20.2,2020,1930700387,25-03-2020,09-04-2020,25-03-2020,NAA8,113676.06,0-15
5507,U001,200756072,REINHA in,22:10.9,2020,1930787774,16-04-2020,01-05-2020,16-04-2020,NAA8,79160.72,0-15
5508,U001,200769623,WAL-MAR ,12:40.7,2020,1930731690,03-04-2020,18-04-2020,03-04-2020,NAH4,22534.28,0-15
5509,U001,200779051,AFFILI corp,21:55.1,2020,1930857243,04-05-2020,19-05-2020,04-05-2020,NAA8,46281.9,0-15
5510,U001,100043956,E&S trust,22:24.4,2020,1930802084,21-04-2020,11-05-2020,21-04-2020,NAD1,4080.95,0-15
5511,U001,200353024,DECA associates,18:47.5,2020,1930876632,07-05-2020,24-05-2020,01-05-2020,NAM4,2029.3,Less than 0
5512,U001,200416837,DEC us,30:21.9,2020,1930822931,24-04-2020,26-04-2020,16-04-2020,NAM2,8424.38,Less than 0
5513,U001,200727272,BROOKS llc,10:23.7,2020,1930661526,17-03-2020,01-04-2020,17-03-2020,NAA8,2829.18,Less than 0
5514,U001,200762301,C&S WH ,47:22.1,2020,1930642228,12-03-2020,27-03-2020,12-03-2020,NAC6,63557.31,Less than 0
5515,U001,200726979,BJ'S  llc,13:47.0,2020,1930637622,11-03-2020,26-03-2020,11-03-2020,NAA8,1064.79,0-15
5516,U001,200759878,SA associates,16:02.8,2020,1930682376,23-03-2020,07-04-2020,23-03-2020,NAH4,29369.99,0-15
5517,U001,200769623,WAL-MAR trust,06:29.7,2020,1930706305,26-03-2020,10-04-2020,26-03-2020,NAH4,1329.23,0-15
5518,CA02,140105686,SYSC foundation,55:41.0,2020,2960618031,08-03-2020,27-03-2020,17-03-2020,CA10,23669.359,0-15
5519,CA02,140104240,FEDER ,14:26.6,2020,2960625187,04-04-2020,23-04-2020,13-04-2020,CA10,58514.344,0-15
5520,CA02,140104552,THE NO corp,59:10.7,2020,2960626408,02-04-2020,16-04-2020,06-04-2020,CA10,97749.372,16-30
5521,U001,200744019,TARG llc,53:39.1,2020,1930782474,14-04-2020,29-04-2020,14-04-2020,NAA8,17506.13,0-15
5522,U001,200744019,TARG corporation,59:00.6,2020,1930623260,11-03-2020,26-03-2020,11-03-2020,NAA8,17720.98,0-15
5523,U001,200772670,ASSOCIAT in,07:58.0,2020,1930748481,04-04-2020,19-04-2020,04-04-2020,NAU5,3915.55,0-15
5524,U001,200707822,PUBLI corporation,18:36.3,2020,1930727478,31-03-2020,15-04-2020,31-03-2020,NAA8,36859.97,0-15
5525,U001,200772670,ASSOCIAT llc,25:40.2,2020,1930726992,01-04-2020,16-04-2020,01-04-2020,NAU5,70409.95,0-15
5526,U001,200779051,AFFILI corporation,30:16.1,2020,1930646421,12-03-2020,27-03-2020,12-03-2020,NAA8,87999.45,Less than 0
5527,U001,200230690,DECA associates,40:45.4,2020,1930669771,19-03-2020,26-03-2020,16-03-2020,NAM2,1133.74,Less than 0
5528,U001,200748108,KROGER associates,17:49.5,2020,1930571725,27-02-2020,13-03-2020,27-02-2020,NAA8,3280.34,0-15
5529,U001,200769623,WAL-MAR llc,50:36.7,2020,1930746921,05-04-2020,20-04-2020,05-04-2020,NAH4,6916.42,0-15
5530,U001,200820380,SMITH'S trust,30:07.9,2020,1930721758,01-04-2020,16-04-2020,01-04-2020,NAA8,102917.13,0-15
5531,U001,200726979,BJ'S  in,44:45.9,2020,1930630069,09-03-2020,24-03-2020,09-03-2020,NAA8,1160.69,0-15
5532,U001,200769623,WAL-MAR in,28:59.6,2020,1930715009,29-03-2020,13-04-2020,29-03-2020,NAH4,4272.86,0-15
5533,U001,200707822,PUBLI us,12:20.2,2020,1930833074,26-04-2020,11-05-2020,26-04-2020,NAA8,49116.55,0-15
5534,U001,200769623,WAL-MAR trust,03:20.1,2020,1930852442,03-05-2020,18-05-2020,03-05-2020,NAH4,47292.57,0-15
5535,U001,200706844,WINC us,58:10.1,2020,1930875667,07-05-2020,22-05-2020,07-05-2020,NAA8,2037.58,0-15
5536,U001,200418007,AM co,56:25.1,2020,1930581062,04-03-2020,08-05-2020,04-03-2020,NAGD,1646.4,0-15
5537,U001,100043949,HOME R corp,49:32.0,2020,1930631841,18-03-2020,02-04-2020,18-03-2020,NAA8,16992.76,0-15
5538,U001,100031704,DELHAIZE ,11:42.2,2020,1930744075,03-04-2020,18-04-2020,03-04-2020,NAA8,106516.92,0-15
5539,U001,200762301,C&S WH llc,03:01.2,2020,1930583660,02-03-2020,17-03-2020,02-03-2020,NAC6,50934.2,0-15
5540,U001,200718130,SYSCO F in,12:27.8,2020,1930665059,17-03-2020,01-04-2020,17-03-2020,NAA8,45751.5,0-15
5541,U001,200707822,PUBLI corp,20:07.7,2020,1930724804,03-04-2020,18-04-2020,03-04-2020,NAA8,7697.86,0-15
5542,U001,200769623,WAL-MAR corp,25:17.0,2020,1930647088,13-03-2020,28-03-2020,13-03-2020,NAH4,15821.8,0-15
5543,U001,200749782,KROG foundation,28:46.3,2020,1930716219,29-03-2020,13-04-2020,29-03-2020,NAA8,55672.73,0-15
5544,CA02,140104429,COSTCO systems,58:56.9,2020,2960628350,18-04-2020,07-05-2020,27-04-2020,CA10,51472.12,0-15
5545,U001,200726979,BJ'S  systems,42:43.0,2020,1930577939,28-02-2020,14-03-2020,28-02-2020,NAA8,233.65,0-15
5546,U001,200772595,SAFEW corp,11:13.9,2020,1930732044,03-04-2020,18-04-2020,03-04-2020,NAA8,31277,0-15
5547,U001,100031704,DELHAIZE foundation,52:49.0,2020,1930673790,19-03-2020,03-04-2020,19-03-2020,NAA8,85743.32,0-15
5548,U001,200780383,MEIJ llc,02:45.7,2020,1930577509,27-02-2020,13-03-2020,27-02-2020,NAA8,116037.15,0-15
5549,U001,200704045,RA corp,05:12.2,2020,1930747567,04-04-2020,19-04-2020,04-04-2020,NAA8,44492.26,0-15
5550,U001,200707741,SMART &  ,57:44.8,2020,1930831444,27-04-2020,01-07-2020,27-04-2020,NAGD,52781.03,0-15
5551,U001,140142846,MONDE systems,31:22.1,2020,1930606265,10-03-2020,09-05-2020,10-03-2020,NACB,1704.33,0-15
5552,U001,100043949,HOME R foundation,49:44.0,2020,1930730730,10-04-2020,25-04-2020,10-04-2020,NAA8,16992.76,16-30
5553,U001,200353024,DECA us,26:52.1,2020,1930875690,08-05-2020,24-05-2020,01-05-2020,NAM4,13699.41,Less than 0
5554,U001,200744019,TARG foundation,17:49.5,2020,1930793281,16-04-2020,01-05-2020,16-04-2020,NAA8,29299.88,0-15
5555,U001,100030964,NATURA associates,17:26.9,2020,1930747362,04-04-2020,19-04-2020,04-04-2020,NAA8,3699.75,0-15
5556,U001,200744019,TARG corp,36:32.1,2020,1930730636,03-04-2020,18-04-2020,03-04-2020,NAA8,364.61,0-15
5557,U001,200762301,C&S WH corporation,27:56.6,2020,1930610889,07-03-2020,22-03-2020,07-03-2020,NAC6,21577.53,Less than 0
5558,U001,200726979,BJ'S  co,52:45.4,2020,1930664699,19-03-2020,03-04-2020,19-03-2020,NAA8,33.18,0-15
5559,U001,200762301,C&S WH systems,03:47.5,2020,1930772786,11-04-2020,26-04-2020,11-04-2020,NAC6,59900.08,Less than 0
5560,U001,200326954,NEWE foundation,01:47.4,2020,1930624900,09-03-2020,16-03-2020,09-03-2020,NAD8,71635.49,0-15
5561,CA02,140104440,SO foundation,35:49.7,2020,2960616075,01-03-2020,12-03-2020,02-03-2020,CA10,93669.233,0-15
5562,U001,200353024,DECA llc,47:48.5,2020,1930605979,05-03-2020,24-03-2020,01-03-2020,NAM4,1540.78,Less than 0
5563,CA02,140106372,G T  associates,44:29.0,2020,2960624708,26-03-2020,06-04-2020,27-03-2020,CA10,4088.203,0-15
5564,U001,200704045,RA systems,04:24.1,2020,1930649373,13-03-2020,28-03-2020,13-03-2020,NAA8,102303.99,0-15
5565,U001,200782001,GORDO corporation,50:19.5,2020,1930631597,10-03-2020,25-03-2020,10-03-2020,NAA8,32888.11,0-15
5566,U001,200799342,MITCH foundation,26:51.1,2020,1930780791,14-04-2020,29-04-2020,14-04-2020,NAA8,15113.01,0-15
5567,U001,200769623,WAL-MAR corporation,38:31.2,2020,1930772897,11-04-2020,26-04-2020,11-04-2020,NAH4,10675.81,0-15
5568,U001,200726979,BJ'S  foundation,56:50.2,2020,1930586653,02-03-2020,17-03-2020,02-03-2020,NAA8,14423.21,0-15
5569,U001,200721222,GO corp,40:46.5,2020,1930594968,04-03-2020,19-03-2020,04-03-2020,NAA8,22656.86,0-15
5570,U001,200742791,QUI co,19:40.5,2020,1930721287,31-03-2020,15-04-2020,31-03-2020,NAA8,28641.07,0-15
5571,U001,200439158,POST  co,24:21.8,2020,1930797792,22-04-2020,07-05-2020,22-04-2020,NAA8,17916,0-15
5572,U001,200769623,WAL-MAR corp,25:17.0,2020,1930779127,12-04-2020,27-04-2020,12-04-2020,NAH4,12923.42,0-15
5573,U001,200769623,WAL-MAR llc,42:10.3,2020,1930660972,18-03-2020,02-04-2020,18-03-2020,NAH4,65219.82,0-15
5574,U001,200772670,ASSOCIAT co,36:33.5,2020,1930729705,02-04-2020,17-04-2020,02-04-2020,NAU5,23583.65,0-15
5575,U001,200706844,WINC corporation,38:05.4,2020,1930829779,29-04-2020,14-05-2020,29-04-2020,NAA8,1891.01,0-15
5576,U001,200769623,WAL-MAR trust,11:17.0,2020,1930571180,29-02-2020,15-03-2020,29-02-2020,NAH4,9903.98,0-15
5577,U001,200769623,WAL-MAR trust,58:54.3,2020,1930830698,28-04-2020,13-05-2020,28-04-2020,NAH4,2169.37,0-15
5578,U001,200769623,WAL-MAR trust,53:48.1,2020,1930813166,23-04-2020,08-05-2020,23-04-2020,NAH4,38293.41,16-30
5579,U001,200797452,US  ,36:36.3,2020,1930809533,23-04-2020,08-05-2020,23-04-2020,NAA8,12028.52,0-15
5580,U001,100030964,NATURA in,30:24.4,2020,1930600863,11-03-2020,26-03-2020,11-03-2020,NAA8,11080.77,0-15
5581,U001,200769623,WAL-MAR trust,22:51.1,2020,1930808431,22-04-2020,07-05-2020,22-04-2020,NAH4,661.11,0-15
5582,U001,200750051,ALBER ,32:24.9,2020,1930630860,11-03-2020,26-03-2020,11-03-2020,NAA8,76833.36,0-15
5583,U001,200759878,SA us,54:26.3,2020,1930717321,29-03-2020,13-04-2020,29-03-2020,NAH4,26896.17,0-15
5584,U001,200592182,DECA ,00:49.7,2020,1930690336,24-03-2020,08-04-2020,16-03-2020,NAM4,13557.43,Less than 0
5585,U001,200707005,KING S systems,25:11.7,2020,1930763493,15-04-2020,30-04-2020,15-04-2020,NAA8,14941.21,0-15
5586,U001,200726979,BJ'S  foundation,37:27.1,2020,1930773897,10-04-2020,25-04-2020,10-04-2020,NAA8,371.83,0-15
5587,U001,200762301,C&S WH ,45:11.0,2020,1930686444,23-03-2020,07-04-2020,23-03-2020,NAC6,13133.03,0-15
5588,CA02,140105686,SYSC in,40:23.7,2020,2960629248,17-04-2020,02-05-2020,22-04-2020,CA10,2905.644,0-15
5589,U001,200769623,WAL-MAR trust,37:35.6,2020,1930698479,25-03-2020,09-04-2020,25-03-2020,NAH4,59.88,0-15
5590,U001,200769623,WAL-MAR foundation,52:52.4,2020,1930624401,09-03-2020,24-03-2020,09-03-2020,NAH4,5507.47,0-15
5591,U001,200704858,WAKE ,44:03.9,2020,1930719438,31-03-2020,15-04-2020,31-03-2020,NAA8,112311.07,0-15
5592,U001,200769623,WAL-MAR associates,15:38.6,2020,1930860630,06-05-2020,21-05-2020,06-05-2020,NAH4,18594.26,0-15
5593,U001,200704045,RA co,48:37.2,2020,1930759322,07-04-2020,22-04-2020,07-04-2020,NAA8,12294.32,0-15
5594,U001,200729942,SA co,23:23.2,2020,1930724985,31-03-2020,15-04-2020,31-03-2020,NAA8,35815.14,0-15
5595,U001,200762301,C&S WH trust,58:21.3,2020,1930677159,22-03-2020,06-04-2020,22-03-2020,NAC6,53689.58,Less than 0
5596,U001,200722444,PERFOR systems,15:01.6,2020,1930661005,17-03-2020,01-04-2020,17-03-2020,NAA8,50486.62,0-15
5597,U001,200769623,WAL-MAR llc,08:09.5,2020,1930805239,23-04-2020,08-05-2020,23-04-2020,NAH4,183.85,0-15
5598,U001,200726979,BJ'S  corporation,15:46.7,2020,1930689833,24-03-2020,08-04-2020,24-03-2020,NAA8,1721.73,0-15
5599,CA02,140104440,SO systems,20:49.7,2020,2960619356,11-03-2020,23-03-2020,13-03-2020,CA10,10198.692,0-15
5600,U001,200794332,COST in,45:17.7,2020,1930801170,20-04-2020,05-05-2020,20-04-2020,NAAX,81876.77,Less than 0
5601,U001,100031704,DELHAIZE associates,01:39.6,2020,1930655018,17-03-2020,01-04-2020,17-03-2020,NAA8,17608.04,0-15
5602,CA02,140104409,LOB llc,55:02.1,2020,2960625156,31-03-2020,19-04-2020,09-04-2020,CA10,81013.457,16-30
5603,U001,200762301,C&S WH corp,36:38.5,2020,1930717552,30-03-2020,03-06-2020,30-03-2020,NAGD,19046.8,Less than 0
5604,U001,200769623,WAL-MAR corporation,23:53.6,2020,1930650988,14-03-2020,29-03-2020,14-03-2020,NAH4,49368.47,0-15
5605,U001,200744019,TARG systems,22:13.1,2020,1930859498,06-05-2020,21-05-2020,06-05-2020,NAA8,12228.67,0-15
5606,U001,100049962,MARKPOL foundation,13:48.9,2020,1930676643,20-03-2020,04-04-2020,20-03-2020,NAA8,21565.98,16-30
5607,U001,200769623,WAL-MAR trust,55:58.1,2020,1930666936,19-03-2020,03-04-2020,19-03-2020,NAH4,25613.35,0-15
5608,U001,200704858,WAKE corporation,51:58.9,2020,1930752628,06-04-2020,21-04-2020,06-04-2020,NAA8,130321.11,0-15
5609,U001,200152991,JET trust,45:48.7,2020,1930732673,01-04-2020,16-04-2020,01-04-2020,NAA8,4626.68,0-15
